State or Region,Institution Sector,sector_sort,Fall_2003_Active,Fall_2003_IPEDS_Universe,Fall_2004_Active,Fall_2004_IPEDS_Universe,Fall_2005_Active,Fall_2005_IPEDS_Universe,Fall_2006_Active,Fall_2006_IPEDS_Universe,Fall_2007_Active,Fall_2007_IPEDS_Universe,Fall_2008_Active,Fall_2008_IPEDS_Universe,Fall_2009_Active,Fall_2009_IPEDS_Universe,Fall_2010_Active,Fall_2010_IPEDS_Universe,Fall_2011_Active,Fall_2011_IPEDS_Universe,Fall_2012_Active,Fall_2012_IPEDS_Universe,Fall_2013_Active,Fall_2013_IPEDS_Universe,Fall_2014_Active,Fall_2014_IPEDS_Universe,Fall_2015_Active,Fall_2015_IPEDS_Universe,Fall_2016_Active,Fall_2016_IPEDS_Universe,Fall_2017_Active,Fall_2017_IPEDS_Universe,Fall_2018_Active,Fall_2018_IPEDS_Universe,Fall_2019_Active,Fall_2019_IPEDS_Universe,Fall_2020_Active*,Fall_2020_IPEDS_Universe*,(* estimated)
Indiana,"Public, 2-year",10,"63,672","63,672","68,508","68,508","59,969","59,969","64,595","64,595","69,389","69,389","82,414","82,414","99,911","99,911","105,914","105,914","106,409","106,409","100,272","100,272","98,778","98,778","91,179","91,179","81,668","81,668","78,910","78,910","75,486","75,486","72,006","72,006","72,689","72,689","72,689","72,689",
Indiana,"Private, not-for-profit, 2-year",11,"1,093","1,118",631,659,624,651,491,503,511,511,495,495,553,553,578,578,533,533,439,439,424,424,400,400,504,504,582,582,548,548,415,415,386,386,386,386,
Indiana,"Private, for-profit, 2-year",12,"14,603","22,891","13,546","22,283","12,077","22,362","12,674","21,870","13,149","19,391","14,461","21,165","17,673","26,819","4,743","14,554","4,071","10,914","3,585","9,290","4,135","8,566","3,938","8,132","3,381","7,300",141,"2,699",89,"2,943",0,"2,652",0,"2,606",0,"2,606",
Iowa,Overall,1,"189,515","213,440","191,280","217,187","199,022","226,645","202,042","234,536","206,298","245,543","209,694","261,201","224,913","303,607","233,860","318,367","234,879","297,135","229,018","283,076","281,868","284,534","283,384","286,095","276,568","278,455","269,267","270,397","263,535","264,644","221,045","222,084","217,190","218,033","217,190","218,033",
Iowa,All 4-year Institutions,2,"111,111","133,796","109,253","134,003","116,904","143,033","117,595","149,707","119,623","158,515","121,681","172,801","124,278","202,235","127,480","211,232","128,977","190,277","128,610","182,181","188,086","190,149","189,821","191,969","184,102","185,556","178,458","179,328","173,293","174,295","131,623","132,586","128,367","129,156","128,367","129,156",
Iowa,All 2-year Institutions,3,"78,404","79,644","82,027","83,184","82,118","83,612","84,447","84,829","86,675","87,028","88,013","88,400","100,635","101,372","106,380","107,135","105,902","106,858","100,408","100,895","93,782","94,385","93,563","94,126","92,466","92,899","90,809","91,069","90,242","90,349","89,422","89,498","88,823","88,877","88,823","88,877",
Iowa,All Public Institutions,4,"149,195","149,195","149,776","149,776","148,907","148,907","151,052","151,052","154,644","154,644","157,019","157,019","170,870","170,870","177,781","177,781","178,491","178,491","173,558","173,558","168,644","168,644","169,896","169,896","171,005","171,005","171,075","171,075","170,427","170,427","167,257","167,257","163,912","163,912","163,912","163,912",
Iowa,"All Private, not-for-profit Institutions",5,"40,320","52,358","41,504","53,635","50,115","54,591","50,990","55,430","51,654","56,170","52,675","56,467","54,043","57,863","55,436","57,373","55,571","57,486","54,354","56,207","54,397","56,283","54,119","56,114","52,775","54,079","52,768","53,475","52,002","52,870","50,638","51,467","50,207","50,862","50,207","50,862",
Iowa,"All Private, for-profit Institutions",6,0,"11,887",0,"13,776",0,"23,147",0,"28,054",0,"34,729",0,"47,715",0,"74,874",643,"83,213",817,"61,158","1,106","53,311","58,827","59,607","59,369","60,085","52,788","53,371","45,424","45,847","41,106","41,347","3,150","3,360","3,071","3,259","3,071","3,259",
Iowa,"Public, 4-year",7,"70,791","70,791","67,749","67,749","66,789","66,789","66,605","66,605","67,969","67,969","69,006","69,006","70,235","70,235","71,401","71,401","72,589","72,589","73,150","73,150","74,862","74,862","76,333","76,333","78,539","78,539","80,266","80,266","80,185","80,185","77,835","77,835","75,089","75,089","75,089","75,089",
Iowa,"Private, not-for-profit, 4-year",8,"40,320","51,273","41,504","52,599","50,115","53,547","50,990","55,259","51,654","56,025","52,675","56,316","54,043","57,684","55,436","57,183","55,571","57,293","54,354","56,004","54,397","56,283","54,119","56,114","52,775","54,079","52,768","53,475","52,002","52,870","50,638","51,467","50,207","50,862","50,207","50,862",
Iowa,"Private, for-profit, 4-year",9,0,"11,732",0,"13,655",0,"22,697",0,"27,843",0,"34,521",0,"47,479",0,"74,316",643,"82,648",817,"60,395","1,106","53,027","58,827","59,004","59,369","59,522","52,788","52,938","45,424","45,587","41,106","41,240","3,150","3,284","3,071","3,205","3,071","3,205",
Iowa,"Public, 2-year",10,"78,404","78,404","82,027","82,027","82,118","82,118","84,447","84,447","86,675","86,675","88,013","88,013","100,635","100,635","106,380","106,380","105,902","105,902","100,408","100,408","93,782","93,782","93,563","93,563","92,466","92,466","90,809","90,809","90,242","90,242","89,422","89,422","88,823","88,823","88,823","88,823",
Iowa,"Private, not-for-profit, 2-year",11,0,"1,085",0,"1,036",0,"1,044",0,171,0,145,0,151,0,179,0,190,0,193,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Iowa,"Private, for-profit, 2-year",12,0,155,0,121,0,450,0,211,0,208,0,236,0,558,0,565,0,763,0,284,0,603,0,563,0,433,0,260,0,107,0,76,0,54,0,54,
Kansas,Overall,1,"160,510","192,505","165,349","193,577","166,080","193,561","169,018","194,665","170,510","195,660","173,201","200,288","185,868","212,141","190,404","215,963","192,292","217,642","189,931","214,410","192,712","216,287","197,343","214,299","193,515","208,898","195,436","206,189","202,357","205,286","212,143","213,841","208,745","209,988","208,745","209,988",
Kansas,All 4-year Institutions,2,"104,220","115,956","105,199","117,220","106,171","117,623","108,600","119,383","109,628","121,200","111,671","123,426","113,961","125,959","116,427","126,917","118,413","128,267","118,201","127,350","118,706","130,496","120,955","130,787","120,158","128,304","121,263","125,349","124,128","125,119","133,480","134,368","131,642","131,968","131,642","131,968",
Kansas,All 2-year Institutions,3,"56,290","76,549","60,150","76,357","59,909","75,938","60,418","75,282","60,882","74,460","61,530","76,862","71,907","86,182","73,977","89,046","73,879","89,375","71,730","87,060","74,006","85,791","76,388","83,512","73,357","80,594","74,173","80,840","78,229","80,167","78,663","79,473","77,103","78,020","77,103","78,020",
Kansas,All Public Institutions,4,"148,108","169,384","152,802","170,149","153,033","170,319","156,053","170,531","156,939","170,054","159,003","172,640","170,882","182,736","173,344","185,623","173,946","186,475","171,629","183,976","173,788","184,075","177,041","183,222","173,165","179,760","174,786","180,170","178,960","179,856","179,600","179,600","177,220","177,220","177,220","177,220",
Kansas,"All Private, not-for-profit Institutions",5,"12,402","22,433","12,547","22,642","13,047","22,361","12,965","23,108","13,571","24,340","14,198","25,750","14,986","26,594","17,060","26,815","18,346","27,767","18,302","27,147","18,924","27,801","20,302","27,103","20,350","26,102","20,650","23,895","23,397","23,913","24,484","24,970","24,446","24,772","24,446","24,772",
Kansas,"All Private, for-profit Institutions",6,0,688,0,786,0,881,0,"1,026",0,"1,266",0,"1,898",0,"2,811",0,"3,525",0,"3,400",0,"3,287",0,"4,411",0,"3,974",0,"3,036",0,"2,124",0,"1,517","8,059","9,271","7,079","7,996","7,079","7,996",
Kansas,"Public, 4-year",7,"91,818","94,502","92,652","95,505","93,124","96,057","95,635","96,524","96,057","96,951","97,473","98,470","98,975","100,034","99,367","100,325","100,067","100,893","99,899","100,745","99,782","100,524","101,081","101,889","99,808","100,607","100,613","100,613","100,731","100,731","100,937","100,937","100,117","100,117","100,117","100,117",
Kansas,"Private, not-for-profit, 4-year",8,"12,402","21,347","12,547","21,585","13,047","21,410","12,965","22,646","13,571","23,908","14,198","24,428","14,986","24,819","17,060","25,054","18,346","25,587","18,302","24,867","18,924","27,356","19,874","26,675","20,350","26,102","20,650","23,895","23,397","23,913","24,484","24,970","24,446","24,772","24,446","24,772",
Kansas,"Private, for-profit, 4-year",9,0,107,0,130,0,156,0,213,0,341,0,528,0,"1,106",0,"1,538",0,"1,787",0,"1,738",0,"2,616",0,"2,223",0,"1,595",0,841,0,475,"8,059","8,461","7,079","7,079","7,079","7,079",
Kansas,"Public, 2-year",10,"56,290","74,882","60,150","74,644","59,909","74,262","60,418","74,007","60,882","73,103","61,530","74,170","71,907","82,702","73,977","85,298","73,879","85,582","71,730","83,231","74,006","83,551","75,960","81,333","73,357","79,153","74,173","79,557","78,229","79,125","78,663","78,663","77,103","77,103","77,103","77,103",
Kansas,"Private, not-for-profit, 2-year",11,0,"1,086",0,"1,057",0,951,0,462,0,432,0,"1,322",0,"1,775",0,"1,761",0,"2,180",0,"2,280",0,445,428,428,0,0,0,0,0,0,0,0,0,0,0,0,
Kansas,"Private, for-profit, 2-year",12,0,581,0,656,0,725,0,813,0,925,0,"1,370",0,"1,705",0,"1,987",0,"1,613",0,"1,549",0,"1,795",0,"1,751",0,"1,441",0,"1,283",0,"1,042",0,810,0,917,0,917,
Kentucky,Overall,1,"198,353","235,248","212,404","239,295","222,622","243,959","234,001","247,728","243,909","256,999","241,282","256,169","258,515","276,039","269,261","288,015","275,753","291,752","266,694","280,675","260,332","271,976","254,935","263,763","250,984","257,731","252,782","257,954","252,894","261,508","258,486","266,348","262,600","270,558","262,600","270,558",
Kentucky,All 4-year Institutions,2,"141,887","148,392","142,848","150,224","146,263","154,497","147,764","156,164","151,376","159,189","151,560","159,627","158,403","168,811","162,862","175,461","167,371","179,504","168,571","179,239","167,841","176,847","167,828","174,573","168,375","174,006","170,451","174,992","173,276","180,960","179,992","187,117","183,912","190,987","183,912","190,987",
Kentucky,All 2-year Institutions,3,"56,466","86,856","69,556","89,071","76,359","89,462","86,237","91,564","92,533","97,810","89,722","96,542","100,112","107,228","106,399","112,554","108,382","112,248","98,123","101,436","92,491","95,129","87,107","89,190","82,609","83,725","82,331","82,962","79,618","80,548","78,494","79,231","78,688","79,571","78,688","79,571",
Kentucky,All Public Institutions,4,"172,138","196,474","184,151","197,991","193,269","201,579","204,198","204,198","211,234","211,234","208,970","208,970","221,508","221,508","229,725","229,725","233,427","233,427","224,092","224,092","218,472","218,472","213,043","213,043","205,908","205,908","205,431","205,431","202,266","202,266","199,748","199,748","199,614","199,614","199,614","199,614",
Kentucky,"All Private, not-for-profit Institutions",5,"20,791","27,967","21,269","28,645","21,611","29,360","22,240","30,097","25,286","31,913","26,242","33,085","27,653","35,007","31,033","37,608","33,144","39,818","34,474","40,223","34,200","39,830","35,259","39,025","36,008","39,483","38,375","41,332","44,767","47,958","52,165","55,504","55,757","59,125","55,757","59,125",
Kentucky,"All Private, for-profit Institutions",6,"5,424","10,807","6,984","12,659","7,742","13,020","7,563","13,433","7,389","13,852","6,070","14,114","9,354","19,524","8,503","20,682","9,182","18,507","8,128","16,360","7,660","13,674","6,633","11,695","9,068","12,340","8,976","11,191","5,861","11,284","6,573","11,096","7,229","11,819","7,229","11,819",
Kentucky,"Public, 4-year",7,"116,134","116,134","116,719","116,719","116,910","116,910","117,961","117,961","118,701","118,701","119,248","119,248","121,396","121,396","123,326","123,326","125,537","125,537","126,510","126,510","126,535","126,535","126,484","126,484","126,083","126,083","126,021","126,021","124,710","124,710","122,074","122,074","121,268","121,268","121,268","121,268",
Kentucky,"Private, not-for-profit, 4-year",8,"20,791","27,296","21,269","28,645","21,611","29,360","22,240","30,097","25,286","31,913","26,242","33,085","27,653","35,007","31,033","37,608","33,144","39,818","34,474","40,223","34,200","39,830","35,259","39,025","36,008","39,483","38,375","41,332","44,767","47,958","52,165","55,504","55,757","59,125","55,757","59,125",
Kentucky,"Private, for-profit, 4-year",9,"4,962","4,962","4,860","4,860","7,742","8,227","7,563","8,106","7,389","8,575","6,070","7,294","9,354","12,408","8,503","14,527","8,690","14,149","7,587","12,506","7,106","10,482","6,085","9,064","6,284","8,440","6,055","7,639","3,799","8,292","5,753","9,539","6,887","10,594","6,887","10,594",
Kentucky,"Public, 2-year",10,"56,004","80,340","67,432","81,272","76,359","84,669","86,237","86,237","92,533","92,533","89,722","89,722","100,112","100,112","106,399","106,399","107,890","107,890","97,582","97,582","91,937","91,937","86,559","86,559","79,825","79,825","79,410","79,410","77,556","77,556","77,674","77,674","78,346","78,346","78,346","78,346",
Kentucky,"Private, not-for-profit, 2-year",11,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kentucky,"Private, for-profit, 2-year",12,462,"5,845","2,124","7,799",0,"4,793",0,"5,327",0,"5,277",0,"6,820",0,"7,116",0,"6,155",492,"4,358",541,"3,854",554,"3,192",548,"2,631","2,784","3,900","2,921","3,552","2,062","2,992",820,"1,557",342,"1,225",342,"1,225",
Louisiana,Overall,1,"192,371","241,846","194,462","243,087","163,688","194,828","185,534","221,397","188,478","222,022","194,673","233,530","203,588","248,405","221,341","259,826","223,620","261,412","222,422","254,798","236,229","248,065","231,337","242,373","236,557","241,848","232,254","237,754","236,266","240,359","237,259","240,844","239,644","243,054","239,644","243,054",
Louisiana,All 4-year Institutions,2,"165,722","185,453","167,585","188,387","153,010","157,377","163,385","168,178","160,547","164,697","163,177","167,852","167,377","171,112","169,356","173,207","169,427","172,903","167,680","170,756","164,229","166,838","163,098","165,816","167,459","168,104","166,847","167,709","169,383","169,928","171,608","172,052","173,112","173,575","173,112","173,575",
Louisiana,All 2-year Institutions,3,"26,649","56,393","26,877","54,700","10,678","37,451","22,149","53,219","27,931","57,325","31,496","65,678","36,211","77,293","51,985","86,619","54,193","88,509","54,742","84,042","72,000","81,227","68,239","76,557","69,098","73,744","65,407","70,045","66,883","70,431","65,651","68,792","66,532","69,479","66,532","69,479",
Louisiana,All Public Institutions,4,"169,122","207,923","170,810","208,218","157,864","181,043","163,040","192,554","165,183","193,316","170,796","203,098","177,290","215,511","193,451","224,811","194,967","225,210","194,266","220,971","208,795","215,653","204,845","210,943","210,549","211,334","207,052","208,254","210,691","210,691","210,696","210,696","212,960","212,960","212,960","212,960",
Louisiana,"All Private, not-for-profit Institutions",5,"22,898","29,685","23,275","30,249","5,481","9,829","22,085","24,630","22,868","24,204","23,451","24,796","26,157","26,390","27,411","27,667","28,056","29,561","27,571","28,881","26,804","28,065","25,801","27,052","25,192","26,329","24,609","25,659","24,953","25,979","25,900","26,836","26,034","27,003","26,034","27,003",
Louisiana,"All Private, for-profit Institutions",6,351,"4,238",377,"4,620",343,"3,956",409,"4,213",427,"4,502",426,"5,636",141,"6,504",479,"7,348",597,"6,641",585,"4,946",630,"4,347",691,"4,378",816,"4,185",593,"3,841",622,"3,689",663,"3,312",650,"3,091",650,"3,091",
Louisiana,"Public, 4-year",7,"142,824","155,641","144,310","157,859","147,529","147,529","141,300","143,497","137,679","140,327","139,726","142,830","141,220","144,361","141,945","145,110","141,371","144,616","140,109","142,929","137,425","139,717","137,297","139,400","142,267","142,267","142,238","142,238","144,430","144,430","145,708","145,708","147,078","147,078","147,078","147,078",
Louisiana,"Private, not-for-profit, 4-year",8,"22,898","29,685","23,275","30,249","5,481","9,829","22,085","24,528","22,868","24,204","23,451","24,796","26,157","26,390","27,411","27,667","28,056","28,287","27,571","27,827","26,804","27,121","25,801","26,416","25,192","25,837","24,609","25,291","24,953","25,498","25,900","26,344","26,034","26,497","26,034","26,497",
Louisiana,"Private, for-profit, 4-year",9,0,127,0,279,0,19,0,153,0,166,0,226,0,361,0,430,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,
Louisiana,"Public, 2-year",10,"26,298","52,282","26,500","50,359","10,335","33,514","21,740","49,057","27,504","52,989","31,070","60,268","36,070","71,150","51,506","79,701","53,596","80,594","54,157","78,042","71,370","75,936","67,548","71,543","68,282","69,067","64,814","66,016","66,261","66,261","64,988","64,988","65,882","65,882","65,882","65,882",
Louisiana,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,"1,274",0,"1,054",0,944,0,636,0,492,0,368,0,481,0,492,0,506,0,506,
