State,Sector,sector_sort,year,total_enrollment
Arizona,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"3,703"
Arizona,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"448,814"
Arizona,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"141,562"
Arizona,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"3,703"
Arizona,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,"435,346"
Arizona,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"217,667"
Arizona,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,0
Arizona,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,"13,468"
Arkansas,Overall,1,Fall_2012_IPEDS_Universe,"174,561"
Arkansas,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"114,213"
Arkansas,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"60,348"
Arkansas,All Public Institutions,4,Fall_2012_IPEDS_Universe,"157,224"
Arkansas,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"17,152"
Arkansas,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,185
Arkansas,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"97,380"
Arkansas,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"16,833"
Arkansas,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,0
Arkansas,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"59,844"
Arkansas,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,319
Arkansas,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,185
California,Overall,1,Fall_2012_IPEDS_Universe,"2,656,478"
California,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"1,126,495"
California,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"1,529,983"
California,All Public Institutions,4,Fall_2012_IPEDS_Universe,"2,129,152"
California,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"299,220"
California,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"228,106"
California,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"669,831"
California,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"297,555"
California,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,"159,109"
California,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"1,459,321"
California,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,"1,665"
California,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,"68,997"
Colorado,Overall,1,Fall_2012_IPEDS_Universe,"362,076"
Colorado,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"253,363"
Colorado,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"108,713"
Colorado,All Public Institutions,4,Fall_2012_IPEDS_Universe,"276,564"
Colorado,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"31,901"
Colorado,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"53,611"
Colorado,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"178,770"
Colorado,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"31,656"
Colorado,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,"42,937"
Colorado,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"97,794"
Colorado,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,245
Colorado,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,"10,674"
Connecticut,Overall,1,Fall_2012_IPEDS_Universe,"202,241"
Connecticut,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"143,741"
Connecticut,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"58,500"
Connecticut,All Public Institutions,4,Fall_2012_IPEDS_Universe,"125,919"
Connecticut,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"67,424"
Connecticut,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"8,898"
Connecticut,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"67,691"
Connecticut,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"67,424"
Connecticut,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,"8,626"
Connecticut,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"58,228"
Connecticut,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,0
Connecticut,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,272
Delaware,Overall,1,Fall_2012_IPEDS_Universe,"56,693"
Delaware,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"41,549"
Delaware,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"15,144"
Delaware,All Public Institutions,4,Fall_2012_IPEDS_Universe,"41,113"
Delaware,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"15,580"
Delaware,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,0
Delaware,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"26,180"
Delaware,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"15,369"
Delaware,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,0
Delaware,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"14,933"
Delaware,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,211
Delaware,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,0
District_of_Columbia,Overall,1,Fall_2012_IPEDS_Universe,"128,526"
District_of_Columbia,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"128,526"
District_of_Columbia,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,0
District_of_Columbia,All Public Institutions,4,Fall_2012_IPEDS_Universe,"5,476"
District_of_Columbia,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"78,703"
District_of_Columbia,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"44,347"
District_of_Columbia,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"5,476"
District_of_Columbia,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"78,703"
District_of_Columbia,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,"44,347"
District_of_Columbia,"Public, 2-year",10,Fall_2012_IPEDS_Universe,0
District_of_Columbia,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,0
District_of_Columbia,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,0
Florida,Overall,1,Fall_2012_IPEDS_Universe,"1,128,563"
Florida,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"1,013,447"
Florida,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"115,116"
Florida,All Public Institutions,4,Fall_2012_IPEDS_Universe,"804,693"
Florida,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"178,673"
Florida,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"145,197"
Florida,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"732,643"
Florida,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"177,043"
Florida,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,"103,761"
Florida,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"72,050"
Florida,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,"1,630"
Florida,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,"41,436"
Georgia,Overall,1,Fall_2012_IPEDS_Universe,"526,205"
Georgia,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"371,883"
Georgia,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"154,322"
Georgia,All Public Institutions,4,Fall_2012_IPEDS_Universe,"422,189"
Georgia,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"73,233"
Georgia,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"30,783"
Georgia,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"274,522"
Georgia,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"72,729"
Georgia,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,"24,632"
Georgia,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"147,667"
Georgia,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,504
Georgia,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,"6,151"
Hawaii,Overall,1,Fall_2012_IPEDS_Universe,"76,953"
Hawaii,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"45,909"
Hawaii,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"31,044"
Hawaii,All Public Institutions,4,Fall_2012_IPEDS_Universe,"60,295"
Hawaii,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"14,292"
Hawaii,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"2,366"
Hawaii,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"30,962"
Hawaii,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"14,292"
Hawaii,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,655
Hawaii,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"29,333"
Hawaii,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,0
Hawaii,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,"1,711"
Idaho,Overall,1,Fall_2012_IPEDS_Universe,"106,867"
Idaho,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"80,404"
Idaho,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"26,463"
Idaho,All Public Institutions,4,Fall_2012_IPEDS_Universe,"78,781"
Idaho,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"26,749"
Idaho,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"1,337"
Idaho,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"53,141"
Idaho,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"26,749"
Idaho,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,514
Idaho,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"25,640"
Idaho,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,0
Idaho,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,823
Illinois,Overall,1,Fall_2012_IPEDS_Universe,"901,124"
Illinois,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"534,484"
Illinois,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"366,640"
Illinois,All Public Institutions,4,Fall_2012_IPEDS_Universe,"557,137"
Illinois,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"228,492"
Illinois,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"115,495"
Illinois,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"198,407"
Illinois,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"227,774"
Illinois,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,"108,303"
Illinois,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"358,730"
Illinois,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,718
Illinois,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,"7,192"
Indiana,Overall,1,Fall_2012_IPEDS_Universe,"500,907"
Indiana,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"390,906"
Indiana,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"110,001"
Indiana,All Public Institutions,4,Fall_2012_IPEDS_Universe,"333,769"
Indiana,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"88,778"
Indiana,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"78,360"
Indiana,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"233,497"
Indiana,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"88,339"
Indiana,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,"69,070"
Indiana,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"100,272"
Indiana,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,439
Indiana,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,"9,290"
Iowa,Overall,1,Fall_2012_IPEDS_Universe,"283,076"
Iowa,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"182,181"
Iowa,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"100,895"
Iowa,All Public Institutions,4,Fall_2012_IPEDS_Universe,"173,558"
Iowa,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"56,207"
Iowa,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"53,311"
Iowa,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"73,150"
Iowa,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"56,004"
Iowa,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,"53,027"
Iowa,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"100,408"
Iowa,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,203
Iowa,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,284
Kansas,Overall,1,Fall_2012_IPEDS_Universe,"214,410"
Kansas,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"127,350"
Kansas,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"87,060"
Kansas,All Public Institutions,4,Fall_2012_IPEDS_Universe,"183,976"
Kansas,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"27,147"
Kansas,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"3,287"
Kansas,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"100,745"
Kansas,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"24,867"
Kansas,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,"1,738"
Kansas,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"83,231"
Kansas,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,"2,280"
Kansas,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,"1,549"
Kentucky,Overall,1,Fall_2012_IPEDS_Universe,"280,675"
Kentucky,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"179,239"
Kentucky,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"101,436"
Kentucky,All Public Institutions,4,Fall_2012_IPEDS_Universe,"224,092"
Kentucky,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"40,223"
Kentucky,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"16,360"
Kentucky,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"126,510"
Kentucky,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"40,223"
Kentucky,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,"12,506"
Kentucky,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"97,582"
Kentucky,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,0
Kentucky,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,"3,854"
Louisiana,Overall,1,Fall_2012_IPEDS_Universe,"254,798"
Louisiana,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"170,756"
Louisiana,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"84,042"
Louisiana,All Public Institutions,4,Fall_2012_IPEDS_Universe,"220,971"
Louisiana,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"28,881"
Louisiana,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"4,946"
Louisiana,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"142,929"
Louisiana,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"27,827"
Louisiana,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,0
Louisiana,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"78,042"
Louisiana,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,"1,054"
Louisiana,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,"4,946"
Maine,Overall,1,Fall_2012_IPEDS_Universe,"72,810"
Maine,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"53,800"
Maine,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"19,010"
Maine,All Public Institutions,4,Fall_2012_IPEDS_Universe,"50,270"
Maine,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"21,121"
Maine,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"1,419"
Maine,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"32,002"
Maine,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"20,836"
Maine,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,962
Maine,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"18,268"
Maine,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,285
Maine,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,457
Maryland,Overall,1,Fall_2012_IPEDS_Universe,"373,496"
Maryland,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"225,798"
Maryland,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"147,698"
Maryland,All Public Institutions,4,Fall_2012_IPEDS_Universe,"315,039"
Maryland,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"54,840"
Maryland,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"3,617"
Maryland,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"170,025"
Maryland,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"54,840"
Maryland,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,933
Maryland,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"145,014"
Maryland,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,0
Maryland,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,"2,684"
Massachusetts,Overall,1,Fall_2012_IPEDS_Universe,"514,524"
Massachusetts,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"407,028"
Massachusetts,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"107,496"
Massachusetts,All Public Institutions,4,Fall_2012_IPEDS_Universe,"228,178"
Massachusetts,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"281,119"
Massachusetts,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"5,227"
Massachusetts,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"122,884"
Massachusetts,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"280,160"
Massachusetts,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,"3,984"
Massachusetts,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"105,294"
Massachusetts,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,959
Massachusetts,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,"1,243"
Michigan,Overall,1,Fall_2012_IPEDS_Universe,"659,209"
Michigan,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"420,160"
Michigan,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"239,049"
Michigan,All Public Institutions,4,Fall_2012_IPEDS_Universe,"540,242"
Michigan,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"116,240"
Michigan,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"2,727"
Michigan,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"302,129"
Michigan,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"116,160"
Michigan,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,"1,871"
Michigan,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"238,113"
Michigan,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,80
Michigan,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,856
Minnesota,Overall,1,Fall_2012_IPEDS_Universe,"461,749"
Minnesota,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"325,545"
Minnesota,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"136,204"
Minnesota,All Public Institutions,4,Fall_2012_IPEDS_Universe,"272,290"
Minnesota,"All Private, not-for-profit Institutions",5,Fall_2012_IPEDS_Universe,"71,701"
Minnesota,"All Private, for-profit Institutions",6,Fall_2012_IPEDS_Universe,"117,758"
Minnesota,"Public, 4-year",7,Fall_2012_IPEDS_Universe,"137,156"
Minnesota,"Private, not-for-profit, 4-year",8,Fall_2012_IPEDS_Universe,"71,614"
Minnesota,"Private, for-profit, 4-year",9,Fall_2012_IPEDS_Universe,"116,775"
Minnesota,"Public, 2-year",10,Fall_2012_IPEDS_Universe,"135,134"
Minnesota,"Private, not-for-profit, 2-year",11,Fall_2012_IPEDS_Universe,87
Minnesota,"Private, for-profit, 2-year",12,Fall_2012_IPEDS_Universe,983
Mississippi,Overall,1,Fall_2012_IPEDS_Universe,"175,374"
Mississippi,All 4-year Institutions,2,Fall_2012_IPEDS_Universe,"96,488"
Mississippi,All 2-year Institutions,3,Fall_2012_IPEDS_Universe,"78,886"
