State or Region,Institution Sector,sector_sort,Fall_2010_Active,Fall_2010_IPEDS_Universe,Fall_2011_Active,Fall_2011_IPEDS_Universe,Fall_2012_Active,Fall_2012_IPEDS_Universe,Fall_2013_Active,Fall_2013_IPEDS_Universe,Fall_2014_Active,Fall_2014_IPEDS_Universe,Fall_2015_Active,Fall_2015_IPEDS_Universe,Fall_2016_Active,Fall_2016_IPEDS_Universe,Fall_2017_Active,Fall_2017_IPEDS_Universe,Fall_2018_Active,Fall_2018_IPEDS_Universe,Fall_2019_Active,Fall_2019_IPEDS_Universe,Fall_2020_Active,Fall_2020_IPEDS_Universe
Wisconsin,All 4-year Institutions,2,"245,881","256,450","249,788","255,677","248,121","252,125","245,781","249,422","247,444","250,925","246,274","248,126","253,865","255,354","250,952","252,175","246,500","247,737","240,836","242,243","240,836","242,243"
Wisconsin,All 2-year Institutions,3,"116,659","118,834","114,334","115,760","111,127","111,904","108,842","109,618","103,919","104,464","101,493","101,619","87,890","88,057","90,032","90,410","90,551","90,718","92,716","92,905","92,716","92,905"
Wisconsin,All Public Institutions,4,"301,212","301,212","296,795","296,795","293,416","293,416","289,339","289,339","286,726","286,726","282,250","282,250","278,442","278,442","279,533","279,533","276,894","276,894","274,517","274,517","274,517","274,517"
Wisconsin,"All Private, not-for-profit Institutions",5,"61,328","64,876","60,340","63,987","59,823","62,636","59,450","62,086","58,750","61,237","59,097","60,269","56,901","58,016","61,451","62,619","60,157","61,343","59,035","60,378","59,035","60,378"
Wisconsin,"All Private, for-profit Institutions",6,0,"9,196","6,987","10,655","6,009","7,977","5,834","7,615","5,887","7,426","6,420","7,226","6,412","6,953",0,433,0,218,0,253,0,253
Wisconsin,"Public, 4-year",7,"185,168","185,168","182,640","182,640","182,437","182,437","180,618","180,618","182,953","182,953","180,861","180,861","190,658","190,658","189,518","189,518","186,343","186,343","181,801","181,801","181,801","181,801"
Wisconsin,"Private, not-for-profit, 4-year",8,"60,713","64,261","60,340","63,987","59,823","62,636","59,450","62,086","58,750","61,237","59,097","60,269","56,901","58,016","61,434","62,602","60,157","61,343","59,035","60,378","59,035","60,378"
Wisconsin,"Private, for-profit, 4-year",9,0,"7,021","6,808","9,050","5,861","7,052","5,713","6,718","5,741","6,735","6,316","6,996","6,306","6,680",0,55,0,51,0,64,0,64
Wisconsin,"Public, 2-year",10,"116,044","116,044","114,155","114,155","110,979","110,979","108,721","108,721","103,773","103,773","101,389","101,389","87,784","87,784","90,015","90,015","90,551","90,551","92,716","92,716","92,716","92,716"
Wisconsin,"Private, not-for-profit, 2-year",11,615,615,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0
Wisconsin,"Private, for-profit, 2-year",12,0,"2,175",179,"1,605",148,925,121,897,146,691,104,230,106,273,0,378,0,167,0,189,0,189
Wyoming,Overall,1,"36,292","38,298","41,169","41,257","40,868","40,868","38,286","38,286","36,307","36,307","34,642","34,642","33,799","33,799","32,551","33,015","32,472","32,510","32,120","32,373","32,120","32,373"
Wyoming,All 4-year Institutions,2,"12,911","13,038","12,925","13,013","12,903","12,903","12,778","12,778","12,820","12,820","12,648","12,648","12,366","12,366","12,397","12,397","12,450","12,450","12,249","12,249","12,249","12,249"
Wyoming,All 2-year Institutions,3,"23,381","25,260","28,244","28,244","27,965","27,965","25,508","25,508","23,487","23,487","21,994","21,994","21,433","21,433","20,154","20,618","20,022","20,060","19,871","20,124","19,871","20,124"
Wyoming,All Public Institutions,4,"36,292","36,292","36,368","36,368","35,859","35,859","35,547","35,547","34,316","34,316","33,693","33,693","32,802","32,802","32,551","32,551","32,472","32,472","32,120","32,120","32,120","32,120"
Wyoming,"All Private, not-for-profit Institutions",5,0,0,0,0,0,0,0,0,0,0,949,949,997,997,0,464,0,0,0,0,0,0
Wyoming,"All Private, for-profit Institutions",6,0,"2,006","4,801","4,889","5,009","5,009","2,739","2,739","1,991","1,991",0,0,0,0,0,0,0,38,0,253,0,253
Wyoming,"Public, 4-year",7,"12,911","12,911","12,925","12,925","12,903","12,903","12,778","12,778","12,820","12,820","12,648","12,648","12,366","12,366","12,397","12,397","12,450","12,450","12,249","12,249","12,249","12,249"
Wyoming,"Private, not-for-profit, 4-year",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming,"Private, for-profit, 4-year",9,0,127,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming,"Public, 2-year",10,"23,381","23,381","23,443","23,443","22,956","22,956","22,769","22,769","21,496","21,496","21,045","21,045","20,436","20,436","20,154","20,154","20,022","20,022","19,871","19,871","19,871","19,871"
Wyoming,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,949,949,997,997,0,464,0,0,0,0,0,0
Wyoming,"Private, for-profit, 2-year",12,0,"1,879","4,801","4,801","5,009","5,009","2,739","2,739","1,991","1,991",0,0,0,0,0,0,0,38,0,253,0,253
